,index,condo_price,maint_fee,avg_income_household_yr,avg_income_individual_yr,total_sqft,price_per_sqft,toronto_region,bedrooms,bath,parking,age_of_building,commute_transit,commute_car,near_by_schools,near_by_grocery_stores,near_by_bars&restaurants,speak_English,speak_Europe_language,speak_Asian_language,speak_Africa_language,speak_middleEast_language,edu_no_diploma,edu_high_school,edu_trade_cert,edu_coll_or_univ_cert,edu_ba_or_msc_cert,population_0_14_years,population_15_19_years,population_20_34_years,population_35_49_years,population_50_64_years,population_65_and_more,tenancy_property_type_owned,tenancy_property_type_rented,tenancy_property_type_detached,tenancy_property_type_semi_detached,tenancy_property_type_duplex,tenancy_property_type_low_rise,tenancy_property_type_high_rise,household_compo_singlefamily,household_compo_multifamily,household_compo_singleperson,household_compo_multiperson,latitude,longitude,bedrooms_plus_field,cluster_nbr,criminal_records
113,113,629900,737.99,68029,32225,1213,519,North York,2,1,1,43.0,45,53,0,1,9,32,26,20,0,4,12,22,6,26,34,16,6,21,22,19,16,46,54,3,10,0,2,81,69,4,22,5,43.78032833,-79.44816771,0,1,12
114,114,698000,679.02,76457,37499,788,885,Etobicoke,1,2,1,18.0,43,52,0,5,94,48,17,4,5,0,10,25,4,24,35,11,4,30,22,17,15,35,65,5,0,0,2,89,48,1,46,6,43.64477862,-79.53029553,1,6,12
115,115,689000,421.24,93249,41001,509,1351,Etobicoke,1,1,1,4.0,30,62,0,5,52,55,23,4,0,0,26,24,6,20,21,9,4,30,21,18,18,88,12,29,0,3,7,57,50,1,44,5,43.62121723,-79.52167208,0,4,6
116,116,699000,646.29,97718,40137,1299,541,Scarborough,3,2,1,43.0,47,50,1,5,27,61,9,8,0,3,20,24,5,21,30,18,7,19,20,22,14,75,24,21,1,1,19,53,66,3,28,3,43.74308995,-79.21137299,0,1,24
117,117,599000,656.5,89552,39321,850,704,Scarborough,2,2,1,10.0,44,53,0,0,33,57,7,25,0,0,15,25,4,28,26,12,6,18,20,21,23,85,14,39,6,4,25,6,70,4,23,4,43.716541,-79.284515,0,1,12
118,118,999000,629.03,98020,49959,750,1332,Downtown,2,2,1,5.0,27,16,3,6,91,60,5,17,0,4,6,14,3,18,57,3,2,61,17,9,6,41,59,0,0,0,1,98,28,0,59,13,43.64909234,-79.38850423,0,5,122
119,119,779000,830.0,69898,34423,877,888,North York,2,2,1,14.0,50,44,3,4,93,34,6,34,0,6,7,20,2,19,52,8,5,38,19,16,13,63,37,2,1,1,1,91,50,1,37,12,43.77866059,-79.41794987,0,3,6
120,120,849000,981.11,88975,41732,937,906,Downtown,1,2,1,40.5,37,17,1,12,87,69,11,5,0,0,5,19,2,17,54,4,4,46,19,17,10,28,72,0,0,0,7,92,27,0,58,14,43.66379138,-79.38302611,1,2,70
121,121,589900,574.62,99895,43926,610,967,North York,1,1,1,17.0,28,69,0,5,53,49,2,20,0,2,10,30,5,26,29,16,6,17,25,23,12,42,58,17,4,1,40,21,63,2,32,3,43.73119396,-79.33457011,1,1,10
122,122,1699000,902.25,69789,38319,1215,1398,Downtown,2,3,1,7.0,34,20,0,6,94,63,9,9,0,0,9,25,3,27,36,11,3,25,27,21,13,16,84,0,0,8,6,71,37,1,56,6,43.64526282,-79.36132425,1,6,30
123,123,649900,389.82,96010,48051,494,1313,Downtown,1,1,1,12.0,42,15,1,8,91,55,5,19,0,6,3,17,1,17,59,5,3,49,19,13,11,25,75,0,0,0,5,94,32,0,56,12,43.66860761,-79.38434398,0,5,40
124,124,699999,522.33,77357,32259,712,982,Etobicoke,2,1,1,5.0,31,59,0,1,18,50,13,6,0,10,18,32,6,25,19,15,5,31,21,17,11,47,52,3,1,0,12,76,60,2,34,5,43.63985132,-79.5595134,0,1,20
125,125,599000,466.63,113759,60140,578,1035,Downtown,1,1,1,13.0,34,28,0,4,96,69,9,5,0,0,5,14,3,21,57,7,2,38,28,16,9,56,44,0,1,1,8,85,38,0,56,6,43.65035207,-79.36099279,1,0,88
126,126,738000,438.89,101548,49440,635,1162,Midtown | Central,1,1,1,5.0,54,34,0,2,98,53,15,8,0,3,7,17,3,21,51,7,3,36,23,15,15,22,78,1,1,0,9,87,35,0,59,6,43.70843165,-79.39753192,1,6,10
127,127,695000,352.82,100760,51345,524,1324,Downtown,1,1,1,1.0,33,20,2,2,96,61,7,14,0,3,6,18,3,19,52,6,3,40,24,18,8,38,62,0,0,0,9,89,33,0,55,11,43.65510518,-79.37625483,0,0,102
128,128,1250000,1462.0,251262,98022,1055,1184,Downtown,2,2,2,20.0,35,34,1,5,94,70,10,4,0,2,6,17,2,17,56,5,3,25,17,22,29,44,56,2,4,1,8,81,38,0,57,4,43.67260271,-79.39538047,0,1,28
129,129,698900,557.62,80313,34599,600,1163,East York,1,2,1,4.0,38,57,0,3,47,56,7,8,0,0,18,28,5,25,24,15,6,19,22,24,15,55,45,37,1,6,28,21,59,2,34,5,43.71281457,-79.30662819,1,1,38
130,130,699000,486.09,99562,52905,681,1026,North York,1,1,1,18.0,48,43,2,7,91,34,10,23,0,13,3,15,1,15,65,10,3,40,26,13,7,70,30,3,0,0,14,79,50,1,43,7,43.75604877,-79.40711268,1,3,16
131,131,1600000,865.45,101613,54470,1454,1100,North York,2,3,2,11.0,46,44,2,7,91,35,7,23,0,21,3,15,1,15,65,11,3,39,27,14,7,70,30,3,0,0,17,74,51,1,42,6,43.75698154,-79.40440009,1,3,20
132,132,945000,343.92,88075,37758,1125,840,Etobicoke,2,2,1,6.0,33,63,0,2,2,69,12,1,0,0,19,34,4,19,25,13,5,19,17,21,24,19,81,11,0,0,0,85,62,2,32,5,43.67580657,-79.55916809,0,1,24
133,133,949900,937.04,100403,50076,989,960,West End,2,2,1,45.0,54,39,0,5,76,57,21,0,0,0,8,18,4,23,47,10,3,26,22,20,20,37,63,7,1,1,11,78,46,0,49,5,43.6556663,-79.46824338,0,6,8
134,134,499000,404.21,72182,24480,700,712,Scarborough,2,1,1,16.0,20,69,1,2,17,48,0,45,0,0,26,35,2,17,12,18,9,23,19,21,10,86,10,8,16,19,1,0,74,11,10,5,43.80706239,-79.22826443,0,1,40
135,135,660000,529.43,55618,23708,730,904,Scarborough,1,2,1,8.0,27,63,1,3,88,33,1,51,0,2,17,25,4,26,27,13,4,37,21,16,9,71,29,3,1,2,1,90,54,3,36,8,43.77858,-79.281174,1,3,24
136,136,769000,536.43,124495,61502,679,1131,Downtown,1,1,1,12.0,27,21,0,2,98,67,7,9,0,3,5,13,2,20,60,5,1,45,21,15,12,42,58,0,0,0,2,98,37,0,55,8,43.64683295,-79.37521636,1,0,84
137,137,829000,697.46,155229,79130,628,1320,Downtown,1,1,1,11.0,28,28,1,4,95,57,5,16,0,5,3,14,2,15,66,6,2,50,20,13,10,51,50,0,0,0,0,100,38,0,50,11,43.64294513,-79.38050337,1,5,66
138,138,749999,715.82,63894,27284,1080,694,Scarborough,2,2,1,34.0,22,73,0,1,64,14,1,68,0,3,19,28,5,21,27,12,5,17,18,22,27,77,23,15,1,2,1,81,68,6,23,3,43.81448368,-79.32532605,0,1,8
139,139,949900,651.84,127243,65421,753,1261,Downtown,1,2,1,9.0,27,24,1,5,94,71,7,8,0,3,5,12,3,17,62,3,1,63,21,8,4,59,41,0,0,0,2,97,29,0,60,11,43.64601548,-79.39406443,1,5,168
140,140,979000,598.98,124108,62680,713,1373,Downtown,1,1,1,3.0,26,22,1,1,98,66,5,12,0,1,5,13,2,19,62,6,2,42,22,16,13,46,54,0,0,0,2,98,37,0,55,8,43.6484128,-79.37646653,1,0,98
141,141,749000,568.95,72767,35802,883,848,North York,2,2,1,21.0,49,45,2,4,94,18,6,45,0,16,6,19,2,20,54,8,4,38,20,16,14,63,37,2,0,1,2,92,49,1,38,11,43.7780601,-79.41667334,1,3,6
142,142,849900,902.23,165244,82228,1051,808,Downtown,1,1,1,23.0,29,30,1,7,92,59,9,8,0,4,2,14,2,16,66,7,2,42,21,16,12,53,47,0,0,0,0,100,41,0,50,9,43.640057,-79.378491,0,0,44
143,143,825000,369.88,83466,40115,517,1593,Downtown,1,1,1,2.0,34,18,1,14,85,38,4,36,0,3,5,19,2,14,59,5,5,52,17,14,8,31,69,0,0,0,3,97,29,0,54,17,43.66176159,-79.38363018,0,2,68
144,144,529000,291.6,96028,48450,499,1060,Downtown,1,1,1,5.0,34,20,2,3,95,61,11,5,0,7,7,19,3,20,49,6,3,40,24,19,8,35,64,0,0,0,10,88,33,0,56,11,43.65517143,-79.37565337,0,0,106
145,145,799900,322.93,160961,78994,536,1492,Downtown,1,1,1,10.0,28,27,1,6,93,49,3,27,0,5,3,14,2,17,65,6,2,44,21,15,12,49,51,0,0,0,0,100,40,0,51,9,43.64265074,-79.37732858,1,5,54
146,146,3378000,1270.59,249555,95019,1520,2221,Downtown,2,3,1,11.0,41,25,1,5,94,77,6,8,0,1,2,19,3,13,60,4,4,31,14,18,29,37,63,2,4,1,9,82,38,0,56,6,43.66854025,-79.39717414,1,1,22
147,147,799000,847.66,65542,27092,1099,732,East York,3,2,1,49.0,43,50,1,1,14,33,13,23,0,6,21,28,5,25,21,16,8,20,19,21,16,80,18,0,0,0,14,83,68,5,23,5,43.71093169,-79.32513006,0,1,32
148,148,1499900,799.52,106287,43991,1071,1400,West End,2,3,1,5.0,47,33,3,5,92,68,15,6,0,0,20,19,2,18,37,14,3,28,26,18,11,53,47,7,13,6,47,21,53,1,37,9,43.65034209,-79.44441847,1,1,50
149,149,598000,946.54,60258,27752,1150,520,Scarborough,2,2,2,32.0,47,50,0,1,8,52,0,22,0,3,23,30,6,23,18,14,5,17,20,28,17,55,45,9,4,4,2,81,49,2,46,3,43.72554583,-79.25176414,0,1,22
150,150,818000,450.91,102896,57739,645,1268,Downtown,1,1,1,2.0,32,19,5,3,92,61,7,14,0,3,5,18,2,18,57,6,3,46,22,16,8,37,63,0,0,0,4,96,33,0,54,12,43.65334561,-79.3793731,1,2,92
151,151,728000,549.92,107729,56436,733,993,Downtown,1,2,1,13.0,28,27,0,4,96,55,8,16,0,5,3,13,2,15,67,6,2,60,21,8,4,56,44,0,0,0,0,99,35,0,50,14,43.6409553,-79.3938443,1,5,132
152,152,599000,883.0,61517,25194,1099,549,North York,4,2,1,48.0,43,47,1,1,15,27,0,53,0,0,24,30,4,22,18,19,9,21,19,20,12,64,33,0,0,0,27,70,69,5,20,5,43.71252518,-79.32761259,0,1,34
153,153,618000,440.49,58559,27080,556,1110,Scarborough,1,1,1,7.0,38,57,1,1,53,20,1,62,0,1,18,25,3,23,31,16,4,20,18,15,27,37,63,3,0,3,2,88,59,3,33,5,43.78558997,-79.29210064,0,1,12
154,154,1028000,838.6,83179,34267,1750,599,North York,3,4,2,10.5,26,70,0,1,1,47,19,24,0,0,22,30,6,23,18,20,5,22,25,18,9,90,10,40,9,2,3,0,76,8,13,4,43.72842137,-79.52231374,1,1,16
155,155,699900,375.0,117862,53145,542,1289,Midtown | Central,1,1,1,3.0,53,34,2,4,94,67,8,6,0,5,7,15,3,22,52,8,3,34,23,16,17,27,73,3,3,1,10,82,38,0,56,6,43.707523,-79.392402,1,6,12
156,156,1189000,374.05,75896,32230,1499,796,West End,3,3,2,2.5,49,39,1,13,86,42,11,21,0,0,22,24,5,17,31,15,6,24,24,24,7,72,27,4,12,5,35,0,62,4,26,8,43.67434906,-79.46808152,1,1,38
157,157,899000,470.0,94004,44238,1499,602,Etobicoke,3,4,2,43.0,24,68,1,0,3,55,11,4,5,4,22,29,7,21,20,17,5,17,17,16,28,67,32,13,2,1,1,76,65,4,27,4,43.700623,-79.54777906,1,1,32
158,158,699900,355.87,82566,32587,1299,541,Scarborough,3,3,2,47.0,23,73,0,0,16,58,6,23,0,0,17,28,9,21,23,16,6,23,18,23,14,75,22,35,0,4,0,22,73,7,16,4,43.78898233,-79.20660906,0,1,16
159,159,799000,1326.0,127512,56249,1125,710,Midtown | Central,2,2,1,34.0,58,31,0,4,96,50,15,9,0,7,5,16,3,22,53,8,3,35,23,15,16,29,70,3,2,1,8,86,39,0,56,5,43.70522955,-79.39643184,1,6,14
160,160,999900,1574.57,109458,45231,1937,516,North York,2,2,2,27.0,29,66,0,3,15,36,0,33,0,11,15,21,3,27,33,6,3,10,11,16,54,71,28,4,5,1,5,79,57,2,39,3,43.79615005,-79.35394991,1,1,6
161,161,592000,725.73,73106,30918,1003,590,North York,2,1,1,45.0,44,49,0,1,47,35,4,30,0,9,13,21,6,20,39,17,6,25,21,19,12,50,50,7,0,0,0,83,68,3,23,7,43.76996725,-79.34543813,0,3,30
162,162,799000,351.17,100515,47219,528,1513,Downtown,1,1,1,5.0,37,19,0,7,93,34,4,41,0,9,3,18,1,13,63,5,6,51,15,12,10,29,71,0,0,0,4,95,31,0,53,16,43.66538797,-79.38802109,1,2,50
163,163,668000,667.22,73439,31996,765,873,North York,2,1,1,50.0,32,60,0,6,51,46,3,13,0,11,19,34,7,21,18,14,5,21,20,21,18,53,45,20,8,5,4,59,59,3,32,5,43.76413974,-79.31918888,0,1,30
164,164,599000,411.96,93819,44316,531,1128,North York,1,1,1,5.0,41,48,1,2,74,42,24,15,0,0,24,22,9,20,24,10,5,19,19,17,31,39,61,29,1,6,17,31,58,3,34,5,43.71445013,-79.45420778,1,1,60
165,165,699900,592.16,165244,82228,639,1094,Downtown,1,1,1,42.0,29,30,1,7,92,59,9,8,0,4,2,14,2,16,66,7,2,42,21,16,12,53,47,0,0,0,0,100,41,0,50,9,43.64008208,-79.37859905,0,0,44
166,166,864999,1163.0,123469,53165,1216,711,North York,2,2,1,33.0,31,61,1,6,52,69,14,2,0,2,13,22,4,23,38,13,4,14,19,23,27,46,54,23,0,1,21,48,43,0,54,2,43.74009809,-79.42494387,0,1,12
167,167,739000,562.22,87599,42428,674,1095,North York,1,1,1,7.0,47,43,1,8,91,33,5,18,0,14,5,19,1,17,57,9,4,37,20,16,14,55,45,4,0,0,2,93,51,1,39,9,43.7614092,-79.4098055,1,3,16
168,168,599999,348.17,120061,62848,444,1351,Downtown,1,1,1,21.0,32,32,1,4,95,76,9,6,0,0,4,14,2,19,62,6,2,57,23,9,4,61,39,0,0,0,3,95,33,0,56,11,43.641419,-79.39957852,0,5,128
169,169,1049000,838.8192,133278,57005,1334,786,East End,3,2,2,25.5,44,47,0,7,81,88,5,1,0,4,12,20,1,20,43,17,5,17,24,23,14,62,38,20,19,6,30,13,63,1,33,3,43.68254616,-79.29987683,0,1,28
170,170,1099990,661.98,81509,30280,1299,851,West End,3,2,1,0.5,38,53,1,6,93,39,20,20,0,0,25,33,6,21,15,16,5,23,21,24,10,73,27,8,55,6,22,0,67,8,19,7,43.67069121,-79.47835462,0,1,40
171,171,530000,532.67,131093,59543,545,972,Etobicoke,1,1,1,9.0,19,74,2,7,65,58,15,6,0,2,22,18,4,20,32,11,3,38,25,16,7,76,24,10,2,1,10,66,48,1,45,6,43.62413144,-79.48806758,0,4,12
172,172,699900,533.84,119575,61090,617,1133,Downtown,1,1,1,4.0,26,22,0,3,97,66,5,12,0,1,6,14,2,18,59,6,2,39,23,17,14,48,52,0,0,0,3,95,38,0,55,7,43.64933451,-79.37472537,0,0,102
173,173,1389000,559.76,98520,51770,1899,733,North York,3,3,1,20.0,48,43,2,7,91,32,9,31,0,14,4,15,1,15,64,10,3,40,25,14,7,70,30,5,0,0,11,79,50,1,42,7,43.75824874,-79.40852591,0,3,16
174,174,499000,424.24,85841,35803,549,915,West End,1,1,1,4.0,45,44,0,6,66,54,11,9,0,0,29,22,4,19,23,11,4,34,25,17,9,44,56,4,8,3,27,49,47,2,41,9,43.66679509,-79.44825388,1,6,64
175,175,579000,565.16,76457,37499,564,1025,Etobicoke,1,1,1,15.0,43,52,0,5,92,48,17,4,5,0,10,25,4,24,35,11,4,30,22,17,15,35,65,5,0,0,2,89,48,1,46,6,43.64436993,-79.52977292,0,6,10
176,176,1088888,869.868,78505,26847,3285,331,Scarborough,4,3,2,40.5,23,72,0,2,98,23,0,73,0,1,23,30,3,21,23,13,5,25,17,23,17,89,7,57,9,13,4,0,71,15,9,5,43.82054738,-79.29296567,0,1,8
177,177,899000,736.32,81652,29488,1300,708,Scarborough,3,2,2,10.5,40,60,0,0,5,48,0,41,1,1,15,27,5,22,27,22,7,21,22,19,9,89,9,13,29,20,1,2,79,11,7,3,43.80820694,-79.17901812,0,1,12
178,178,678800,702.2,73518,31316,798,850,Etobicoke,2,2,1,5.0,30,65,0,1,5,58,15,12,0,0,21,25,6,22,26,19,6,23,22,18,13,38,62,22,4,6,28,34,67,6,22,5,43.7320314,-79.57713383,1,1,38
179,179,689000,486.76,94464,50150,607,1135,Downtown,1,1,1,7.0,39,35,1,6,93,63,10,7,0,4,5,15,2,17,61,7,2,60,20,8,3,51,49,0,0,0,1,98,35,0,52,13,43.63727858,-79.40297991,0,5,58
180,180,889800,664.77,90646,44917,749,1192,North York,1,2,1,6.0,48,42,0,6,94,29,5,37,0,14,5,18,2,16,58,9,4,38,21,15,13,55,44,5,0,1,2,91,50,1,41,8,43.76033236,-79.41165224,1,3,22
181,181,798888,486.22,107134,61408,697,1145,Downtown,1,1,1,8.0,25,22,1,6,93,64,8,11,0,3,2,10,4,15,67,4,1,64,20,8,3,58,42,0,0,0,1,99,31,0,56,13,43.64406174,-79.3894386,1,5,118
182,182,679900,1002.1,66022,26596,1499,455,Scarborough,2,2,1,46.0,29,65,0,5,51,27,2,23,0,34,19,26,5,24,26,12,5,18,17,23,25,75,23,5,4,1,4,63,68,5,22,4,43.79519221,-79.32438151,0,1,28
183,183,999000,1529.35,155373,78816,919,1086,Etobicoke,2,2,2,44.0,26,69,0,2,24,58,15,6,0,2,6,18,3,30,43,6,2,32,23,21,17,79,21,0,0,0,0,98,43,0,52,4,43.63150875,-79.47451876,0,4,22
184,184,849900,525.34,123712,66396,749,1139,Downtown,1,1,1,11.0,29,29,1,2,97,75,9,4,0,2,4,14,2,21,58,5,1,54,25,10,4,61,39,0,0,0,5,92,31,0,59,9,43.64389282,-79.39947628,1,0,150
185,185,649999,479.26,58173,26506,971,669,Etobicoke,2,2,1,31.0,37,61,0,1,5,30,0,46,0,3,25,33,5,19,18,24,6,22,23,16,8,51,49,10,0,2,0,87,73,6,14,7,43.75923397,-79.58515214,1,1,14
186,186,639000,462.86,86355,38239,821,778,Scarborough,2,2,1,12.0,48,50,0,0,29,50,2,29,0,0,14,24,4,29,28,13,6,20,22,20,19,83,16,28,9,4,26,5,70,4,22,4,43.71615856,-79.28194579,0,1,14
187,187,1059000,1084.98,79748,38580,1476,717,North York,2,2,1,37.0,46,44,1,3,96,18,5,47,0,17,5,21,1,18,55,9,4,33,21,17,15,57,43,1,0,0,2,95,53,1,38,9,43.76446398,-79.40912915,1,3,16
188,188,974998,771.5,130607,68226,872,1118,Downtown,1,2,1,18.0,30,29,1,7,92,62,11,11,0,2,3,14,2,15,67,6,1,49,21,13,9,51,49,0,0,0,0,100,38,0,50,11,43.63980957,-79.38361227,1,5,66
189,189,1050000,860.08,121919,54023,1300,827,East End,3,2,2,10.5,34,46,3,4,93,79,7,2,0,0,11,23,6,23,33,17,4,20,27,22,11,57,42,14,19,4,52,3,58,1,37,4,43.67037713,-79.31158035,0,1,16
190,190,759000,621.9200000000001,70664,25526,1300,598,Scarborough,4,4,4,33.8,29,61,0,3,17,53,0,40,0,0,27,31,5,21,13,18,8,21,19,22,13,81,17,27,15,27,3,0,76,9,10,4,43.81214779,-79.2318276,2,1,26
191,191,948000,757.3104000000001,78044,28742,2049,462,Scarborough,3,3,3,42.5,24,70,1,2,48,20,3,64,0,2,20,27,4,22,26,13,6,21,18,24,18,82,14,41,6,10,10,0,75,9,12,4,43.79709171,-79.28179964,0,1,10
192,192,699999,395.0,50459,23242,1871,374,North York,4,4,2,20.0,44,46,0,2,18,41,15,34,0,0,25,36,5,18,15,20,7,29,19,17,8,26,73,4,4,1,1,82,62,4,23,11,43.7594562,-79.50576666,0,1,50
193,193,769000,499.08,67850,29821,716,1073,North York,2,2,1,2.0,47,45,0,1,52,24,0,38,0,12,10,21,5,21,43,16,5,36,21,14,8,28,72,5,0,0,0,92,61,2,27,10,43.77326921,-79.34505436,0,3,30
194,194,749000,777.4,112515,56666,654,1144,Downtown,1,1,1,19.0,30,29,0,4,96,63,8,10,0,4,3,13,1,16,66,6,2,55,22,10,6,55,45,0,0,0,0,100,37,0,50,12,43.63813583,-79.39147001,0,5,82
195,195,995900,637.19,83466,40115,752,1324,Downtown,2,2,1,12.0,34,18,1,15,84,38,4,36,0,3,5,19,2,14,59,5,5,52,17,14,8,31,69,0,0,0,3,97,29,0,54,17,43.66208822,-79.38568023,0,2,60
196,196,749900,786.0,85900,41717,649,1161,Downtown,1,1,1,4.0,40,16,0,11,89,56,11,17,0,0,4,18,2,18,56,4,4,48,19,15,9,25,74,0,0,0,8,90,29,0,58,13,43.66590441,-79.38349339,0,2,56
197,197,1399990,1204.0,123310,64994,1299,1084,Downtown,3,2,1,1.0,26,22,1,5,94,67,7,9,0,4,4,11,3,16,65,3,1,64,21,8,4,59,41,0,0,0,2,98,29,0,59,12,43.64562126,-79.39193375,1,5,160
198,198,659000,519.78,202759,88521,600,1098,Midtown | Central,1,1,1,16.0,36,53,3,4,20,85,2,4,0,4,9,14,2,14,59,18,7,14,23,22,17,78,21,44,4,1,20,28,64,0,33,2,43.72093462,-79.41150804,0,1,2
199,199,749000,574.28,78178,37339,834,898,North York,2,2,1,5.0,42,46,0,0,100,41,50,4,0,1,29,25,10,22,13,11,6,25,20,19,18,78,22,44,3,8,9,10,62,3,27,8,43.72285405,-79.45715137,0,1,52
200,200,689990,581.64,58173,26506,1071,644,Etobicoke,2,2,1,29.0,37,61,0,1,3,30,0,46,0,3,25,33,5,19,18,24,6,22,23,16,8,51,49,10,0,2,0,87,73,6,14,7,43.75863424,-79.58758947,0,1,14
201,201,599000,714.83,59116,25656,1299,463,Scarborough,2,2,1,32.0,25,70,0,5,40,23,0,66,0,2,25,29,5,19,22,15,5,19,19,22,21,81,19,16,0,2,0,76,70,7,19,3,43.8259767,-79.2744086,1,1,4
202,202,599000,715.58,67909,33479,869,689,Scarborough,2,2,1,12.0,35,59,2,2,96,34,0,50,0,2,12,21,5,25,36,9,5,39,18,16,14,73,27,4,0,1,0,93,48,1,41,10,43.77339993,-79.2558617,1,3,18
203,203,649000,489.33,124120,52929,522,1243,East York,1,1,1,12.0,40,45,0,12,88,74,11,1,0,0,13,12,4,23,47,14,4,18,24,21,19,63,37,24,14,4,24,33,53,2,41,4,43.68461349,-79.35699885,0,1,22
204,204,689900,312.11,116816,57004,455,1513,Downtown,1,1,1,5.0,26,19,2,7,91,56,9,16,0,5,6,13,3,17,58,3,2,62,19,9,5,49,51,0,0,0,2,97,29,0,59,12,43.64793988,-79.39094173,0,5,154
205,205,3280000,1846.45,317705,122914,1709,1919,Downtown,2,2,1,5.0,33,33,1,4,95,70,10,4,0,2,3,18,3,14,61,4,3,25,15,21,32,43,57,1,3,1,5,88,39,0,56,5,43.67031176,-79.39429856,0,1,26
206,206,709000,329.85,101814,51665,511,1387,Downtown,1,1,1,1.0,37,33,1,5,94,62,12,10,0,3,4,14,2,17,61,7,2,58,20,9,4,49,51,0,0,0,0,99,36,0,51,13,43.63750582,-79.39940431,0,5,76
207,207,599999,402.27,97813,50735,589,1017,Downtown,1,1,1,6.0,38,34,1,5,94,56,8,18,0,5,5,15,2,16,61,7,2,60,20,8,3,51,49,0,0,0,1,98,35,0,51,13,43.63883336,-79.39883876,0,5,94
208,208,749900,572.9,103088,59932,752,996,North York,2,2,1,7.0,41,50,2,7,91,35,7,23,0,21,2,14,1,17,63,11,3,33,26,17,10,75,25,5,0,0,2,89,54,1,40,5,43.75773273,-79.40314903,0,3,20
209,209,599900,479.10880000000003,147461,76017,502,1193,Downtown,1,1,1,6.0,30,29,1,7,92,57,7,14,0,5,2,14,2,15,65,6,2,47,20,14,11,51,49,0,0,0,0,100,39,0,50,11,43.64172045,-79.38150164,0,5,60
210,210,959000,782.24,122945,65882,891,1076,Downtown,2,2,1,8.0,28,26,1,2,97,75,9,4,0,2,5,15,2,22,56,5,1,53,27,10,4,59,41,0,0,0,6,91,31,0,61,8,43.64507997,-79.39897358,0,0,154
211,211,899000,577.0,86990,41812,831,1081,North York,2,2,1,10.0,41,55,0,0,56,55,12,13,0,2,20,19,7,19,33,15,5,24,25,19,12,34,66,17,0,8,35,38,57,2,36,5,43.7335352,-79.4460564,1,1,30
212,212,1025000,476.49,122088,70468,720,1422,Downtown,2,2,1,5.0,28,21,5,5,90,58,6,13,0,6,4,11,2,15,68,5,2,46,21,16,9,51,49,0,0,0,2,98,37,1,53,10,43.65050279,-79.38207456,0,2,100
213,213,991900,590.54,74840,29611,949,1047,West End,2,2,1,0.5,44,46,1,11,88,54,18,15,0,1,33,31,7,14,11,15,6,25,23,20,12,64,36,13,29,5,41,4,63,5,25,7,43.6740162,-79.4625246,0,1,50
214,214,889900,590.54,74840,29611,949,940,West End,2,2,1,0.5,44,46,1,11,88,54,18,15,0,1,33,31,7,14,11,15,6,25,23,20,12,64,36,13,29,5,41,4,63,5,25,7,43.6740162,-79.4625246,0,1,50
215,215,719000,733.09,91337,43823,749,963,Downtown,1,1,1,39.0,28,14,3,7,90,51,4,27,0,3,8,19,2,17,52,6,3,51,17,12,11,36,64,0,0,0,5,93,30,0,55,14,43.65243297,-79.38968652,1,2,126
216,216,769900,616.104,101480,50173,645,1194,Downtown,2,1,1,10.0,34,25,0,5,95,67,6,10,0,2,12,19,3,19,47,8,2,37,27,18,8,48,52,0,0,0,11,85,35,0,59,6,43.6532355,-79.3664203,0,0,124
217,217,698888,503.18,60535,27202,626,1115,North York,1,1,1,8.0,47,43,0,1,50,0,0,0,0,0,10,22,5,21,42,16,5,39,21,12,7,13,87,2,0,0,0,95,59,2,27,11,43.77506325,-79.3457849,1,1,30
218,218,539900,230.0,62661,27406,549,990,North York,1,1,1,9.6,24,73,0,2,28,23,28,39,0,0,31,25,6,17,20,18,6,21,20,18,16,64,34,7,27,1,16,17,72,6,19,3,43.74614077,-79.56275132,0,1,50
219,219,769900,526.71,101480,50173,644,1194,Downtown,1,1,1,10.0,34,25,0,5,95,67,6,10,0,2,12,19,3,19,47,8,2,37,27,18,8,48,52,0,0,0,11,85,35,0,59,6,43.6532355,-79.3664203,1,0,124
220,220,699000,581.25,113968,64968,751,930,Downtown,1,1,1,36.0,32,31,2,6,92,72,11,4,0,1,7,16,2,21,53,6,1,45,29,13,6,63,37,0,1,2,13,78,35,1,57,8,43.64337273,-79.40411075,0,0,124
221,221,819000,727.92,147461,76017,750,1091,Downtown,2,2,1,6.0,30,29,1,7,92,57,7,14,0,5,2,14,2,15,65,6,2,47,20,14,11,51,49,0,0,0,0,100,39,0,50,11,43.64172045,-79.38150164,1,5,60
222,222,599000,495.38,141067,63694,719,832,Etobicoke,1,2,1,20.0,19,75,3,6,74,58,15,6,0,2,20,18,3,19,37,11,3,38,26,16,6,79,21,10,1,2,8,69,47,1,46,6,43.62432727,-79.49097318,1,4,18
223,223,849900,758.78,147461,76017,791,1074,Downtown,2,2,1,6.0,30,29,1,7,92,57,7,14,0,5,2,14,2,15,65,6,2,47,20,14,11,51,49,0,0,0,0,100,39,0,50,11,43.64172045,-79.38150164,0,5,60
224,224,1499000,1223.6000000000001,111253,45616,1750,874,East End,3,2,1,10.5,41,37,1,10,89,51,1,39,0,4,22,23,1,17,35,14,4,24,25,21,12,63,36,9,14,6,34,7,58,4,30,8,43.66543495,-79.34959337,0,1,56
225,225,748000,423.61,73687,31010,1099,686,North York,2,2,1,2.0,32,65,0,0,14,48,30,15,0,1,28,25,7,24,15,19,7,21,22,19,12,79,18,25,25,4,11,24,71,7,18,4,43.7338634,-79.53624907,0,1,14
