MLS_number_condo,maint_fee,avg_income_household_yr,total_sqft,parking,age_of_building,commute_transit,commute_car,near_by_schools,near_by_bars&restaurants,speak_English,speak_Europe_language,speak_Africa_language,edu_no_diploma,edu_trade_cert,edu_coll_or_univ_cert,population_35_49_years,tenancy_property_type_semi_detached,tenancy_property_type_low_rise,bedrooms_plus_field,East End,East York,Etobicoke,Midtown | Central
W5574795,494.96,67098,649,1,27.4,35,60,0,8,47,16,0,38,6,17,19,36,10,0,0.0,0.0,0.0,0.0
C5604109,560.9,67850,582,1,4.0,47,45,0,50,24,0,0,10,5,21,21,0,0,1,0.0,0.0,0.0,0.0
W5604437,495.38,141067,719,1,20.0,19,75,3,74,58,15,0,20,3,19,26,1,8,1,0.0,0.0,1.0,0.0
C5535567,1566.93,200737,1384,2,14.0,37,25,1,98,65,8,0,4,2,14,17,1,2,1,0.0,0.0,0.0,0.0
C5601799,606.88,95122,740,1,5.0,39,35,1,93,63,10,0,5,2,17,20,0,1,0,0.0,0.0,0.0,0.0
W5549020,343.94,72426,549,1,6.2,31,59,0,21,46,46,0,41,6,14,22,3,58,1,0.0,0.0,0.0,0.0
C5606233,479.10880000000003,147461,502,1,6.0,30,29,1,92,57,7,0,2,2,15,20,0,0,0,0.0,0.0,0.0,0.0
C5598166,435.74,74753,687,1,2.0,45,44,0,97,29,6,0,7,2,16,23,0,1,0,0.0,0.0,0.0,0.0
C5577089,546.37,113766,699,1,1.0,38,41,5,88,63,10,0,3,2,20,27,0,13,0,0.0,0.0,0.0,0.0
C5598191,502.35,89097,606,1,16.0,43,37,2,93,63,10,0,6,3,18,22,0,1,0,0.0,0.0,0.0,0.0
E5603445,878.5152,133977,1968,1,100.0,44,48,0,86,88,5,0,12,2,20,24,18,27,0,1.0,0.0,0.0,0.0
C5590543,307.08,104545,480,1,19.0,38,39,0,54,65,10,0,5,3,19,23,0,1,0,0.0,0.0,0.0,0.0
W5592787,202.34,69812,540,1,4.0,30,62,2,40,61,9,0,20,6,20,21,2,35,0,0.0,0.0,1.0,0.0
W5597287,452.32,105852,683,1,13.0,40,51,0,64,46,14,0,12,7,23,23,1,5,1,0.0,0.0,1.0,0.0
W5603465,918.74,61601,1050,1,48.0,42,56,0,9,48,21,5,26,5,23,19,1,10,1,0.0,0.0,0.0,0.0
C5587247,815.17,88582,1029,1,9.0,27,66,0,7,36,8,0,13,3,22,19,0,0,1,0.0,0.0,0.0,0.0
W5602878,344.0,146533,460,1,1.0,26,71,1,45,56,16,0,6,4,28,25,0,1,0,0.0,0.0,1.0,0.0
E5578303,678.5,84953,874,1,30.0,41,54,0,17,71,6,0,19,6,24,19,0,7,0,0.0,0.0,0.0,0.0
E5581300,464.31,57279,809,1,11.0,29,62,1,70,33,1,0,18,5,25,21,2,1,0,0.0,0.0,0.0,0.0
C5534923,779.4,125447,734,1,2.0,57,32,0,97,53,15,0,5,3,22,23,3,8,1,0.0,0.0,0.0,1.0
C5596825,492.53,101548,715,1,5.0,54,34,0,98,53,15,0,7,3,21,23,1,9,0,0.0,0.0,0.0,1.0
C5601066,1172.06,69789,1616,1,6.0,34,20,0,94,63,9,0,9,3,27,27,0,6,0,0.0,0.0,0.0,0.0
C5560271,799.6,65619,1299,1,49.0,44,50,1,7,33,13,0,20,5,25,19,0,12,0,0.0,0.0,0.0,0.0
C5591661,578.77,65318,701,1,7.0,41,30,2,89,50,10,0,21,5,17,22,2,18,1,0.0,0.0,0.0,0.0
C5575458,338.11,102896,440,1,2.0,32,19,5,92,61,7,0,5,2,18,22,0,4,0,0.0,0.0,0.0,0.0
C5604376,451.81,126087,547,1,6.0,30,25,1,92,57,7,0,3,2,15,19,0,0,0,0.0,0.0,0.0,0.0
E5599896,371.04,57279,649,1,8.3,29,62,1,70,33,1,0,18,5,25,21,2,1,1,0.0,0.0,0.0,0.0
C5605559,788.96,130890,1068,1,2.0,39,52,0,13,25,3,0,8,0,23,19,1,1,0,0.0,0.0,0.0,0.0
C5600614,872.14,118504,1099,1,23.0,37,40,4,91,75,9,0,5,3,20,29,1,15,0,0.0,0.0,0.0,0.0
E5564475,493.43,69944,710,1,1.0,36,60,0,54,30,0,0,21,5,20,20,2,3,1,0.0,0.0,0.0,0.0
C5596702,446.78,80557,929,1,10.5,49,30,0,97,70,9,0,12,3,18,23,1,12,0,0.0,0.0,0.0,0.0
N5531729,897.4000000000001,93060,1750,2,2.5,34,19,2,92,61,11,0,7,3,20,24,0,11,1,0.0,0.0,0.0,0.0
C5597872,667.7,131658,959,1,8.0,39,32,0,99,73,6,0,9,5,23,29,2,19,0,0.0,0.0,0.0,0.0
C5599177,450.23,67074,642,1,13.0,50,18,1,89,65,9,0,10,4,22,24,0,11,1,0.0,0.0,0.0,0.0
C5604395,441.14,79395,544,1,7.0,51,23,0,93,74,16,0,16,5,15,22,8,47,1,0.0,0.0,0.0,0.0
C5513315,531.23,119305,770,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
C5501335,637.1,160961,873,1,10.0,28,27,1,93,49,3,0,3,2,17,21,0,0,0,0.0,0.0,0.0,0.0
C5581261,341.38,116816,462,1,5.0,26,19,2,91,56,9,0,6,3,17,19,0,2,0,0.0,0.0,0.0,0.0
C5577957,960.388,85684,949,1,0.5,35,17,1,86,69,11,0,5,2,16,17,0,5,0,0.0,0.0,0.0,0.0
C5591386,579.89,97465,738,1,11.0,33,29,0,96,56,8,0,3,1,15,17,0,0,0,0.0,0.0,0.0,0.0
W5600449,477.9,59680,549,1,2.0,38,48,0,100,65,8,7,34,6,14,16,4,26,1,0.0,0.0,0.0,0.0
C5599637,776.01,165244,749,1,31.0,29,30,1,93,59,9,0,2,2,16,21,0,0,0,0.0,0.0,0.0,0.0
C5581937,1649.42,80424,1929,1,16.0,46,45,0,98,50,8,0,5,1,18,21,0,2,0,0.0,0.0,0.0,0.0
C5601109,754.0,124495,949,1,12.0,27,21,0,98,67,7,0,5,2,20,21,0,2,0,0.0,0.0,0.0,0.0
C5553971,793.48,99300,910,1,19.0,48,43,2,91,37,12,0,3,1,15,26,0,14,1,0.0,0.0,0.0,0.0
C5600365,561.23,103759,548,1,7.0,37,29,0,97,69,9,0,4,3,23,28,0,6,1,0.0,0.0,0.0,0.0
C5601850,208.55,90129,689,1,1.0,36,17,1,84,50,4,0,6,3,17,20,0,7,0,0.0,0.0,0.0,0.0
C5607014,486.09,99562,681,1,18.0,48,43,2,91,34,10,0,3,1,15,26,0,14,1,0.0,0.0,0.0,0.0
W5500077,698.0,62102,1103,1,50.0,31,62,2,10,33,3,26,30,5,18,19,0,0,1,0.0,0.0,1.0,0.0
C5591434,647.91,122928,649,1,32.0,36,40,4,92,76,10,0,7,3,21,30,1,20,0,0.0,0.0,0.0,0.0
C5602298,3670.5,271738,3124,3,1.0,41,38,6,92,71,11,0,3,1,18,16,3,14,2,0.0,0.0,0.0,1.0
C5564000,949.96,173521,1212,1,33.0,23,63,4,43,87,6,0,11,1,20,22,15,28,0,0.0,1.0,0.0,0.0
W5520116,310.3,72426,549,1,8.9,31,59,0,21,46,46,0,41,6,14,22,3,58,0,0.0,0.0,0.0,0.0
C5598641,1309.8,165244,1434,1,45.0,29,30,1,92,59,9,0,2,2,16,21,0,0,0,0.0,0.0,0.0,0.0
W5595551,456.54,58173,1001,1,31.0,37,61,0,3,30,0,0,25,5,19,23,0,0,0,0.0,0.0,1.0,0.0
W5600344,878.96,93816,1299,1,44.0,29,61,0,14,39,13,4,17,5,24,20,1,27,1,0.0,0.0,1.0,0.0
E5572308,771.72,60406,1158,1,31.0,24,72,0,14,19,0,0,25,5,19,18,2,0,1,0.0,0.0,0.0,0.0
C5580063,487.48,165244,486,1,7.5,29,30,1,93,59,9,0,2,2,16,21,0,0,0,0.0,0.0,0.0,0.0
E5587712,359.5,62986,1099,2,50.0,32,62,0,46,27,2,0,18,5,24,18,1,2,1,0.0,0.0,0.0,0.0
E5603544,374.61,73579,605,1,16.0,35,60,2,95,61,4,0,14,4,24,20,0,0,0,0.0,0.0,0.0,0.0
C5596875,1317.76,385511,2374,1,47.0,45,35,2,94,80,7,0,2,1,11,16,11,20,0,0.0,0.0,0.0,1.0
C5595087,808.37,323780,770,1,4.0,40,27,1,96,70,9,0,2,3,13,13,2,4,1,0.0,0.0,0.0,0.0
E5602269,729.9,65017,893,1,23.0,31,64,0,83,34,0,0,12,3,27,22,0,0,0,0.0,0.0,0.0,0.0
C5595533,2363.92,317399,1843,2,22.0,35,32,1,95,70,9,0,2,3,14,14,4,6,0,0.0,0.0,0.0,0.0
C5603363,699.33,65893,835,1,8.0,55,39,2,94,25,10,0,8,2,18,20,0,2,1,0.0,0.0,0.0,0.0
C5544954,726.05,112927,763,1,7.0,58,31,2,92,68,8,0,7,3,20,24,0,3,0,0.0,0.0,0.0,1.0
C5606541,697.46,155229,628,1,11.0,28,28,1,95,57,5,0,3,2,15,20,0,0,1,0.0,0.0,0.0,0.0
C5593094,620.0,81577,752,1,18.0,43,48,1,94,11,2,0,6,2,19,22,0,7,0,0.0,0.0,0.0,0.0
E5604956,792.97,70422,1591,1,32.0,31,64,1,42,40,0,0,23,5,17,17,6,19,0,0.0,0.0,0.0,0.0
C5604126,418.77,123310,549,1,1.0,26,22,1,94,67,7,0,4,3,16,21,0,2,0,0.0,0.0,0.0,0.0
C5505188,1838.45,263044,1731,2,43.0,50,33,5,93,81,6,0,3,1,18,17,5,9,0,0.0,0.0,0.0,1.0
C5573660,471.32,77911,689,1,28.0,46,45,2,96,18,5,0,5,1,18,22,0,2,0,0.0,0.0,0.0,0.0
E5600435,604.73,62716,966,1,45.0,34,60,0,37,26,1,0,23,5,18,20,9,10,1,0.0,0.0,0.0,0.0
C5575948,604.86,69789,772,1,9.0,34,20,0,94,63,9,0,9,3,27,27,0,6,0,0.0,0.0,0.0,0.0
E5554536,484.35,67909,568,1,12.0,35,59,2,96,34,0,0,12,5,25,18,0,0,0,0.0,0.0,0.0,0.0
C5574861,724.37,85765,1039,1,6.0,42,54,0,67,55,12,0,20,7,19,25,0,30,0,0.0,0.0,0.0,0.0
C5594728,952.79,323780,731,1,4.0,40,27,1,96,70,9,0,2,3,13,13,2,4,1,0.0,0.0,0.0,0.0
W5585464,682.6,104350,818,1,13.0,29,62,0,72,51,15,0,15,7,24,24,1,3,0,0.0,0.0,1.0,0.0
W5591206,733.6,81751,1750,1,2.5,19,72,0,16,46,46,0,34,7,10,21,9,3,0,0.0,0.0,0.0,0.0
C5605610,576.98,90129,727,1,1.0,36,17,1,84,50,4,0,6,3,17,20,0,7,1,0.0,0.0,0.0,0.0
E5606324,398.39,59322,572,1,10.0,34,60,2,96,34,0,0,10,4,28,18,0,0,0,0.0,0.0,0.0,0.0
C5583429,1935.39,109458,2423,2,27.0,29,66,0,15,36,0,0,15,3,27,11,5,5,0,0.0,0.0,0.0,0.0
C5571071,761.47,81577,1050,1,19.0,43,48,1,94,11,2,0,6,2,19,22,0,7,0,0.0,0.0,0.0,0.0
C5373689,519.54,88320,659,1,5.0,39,16,0,91,42,7,0,4,1,16,17,0,6,1,0.0,0.0,0.0,0.0
W5593170,778.97,110259,668,1,32.0,37,52,0,3,53,20,0,8,6,20,21,0,13,1,0.0,0.0,0.0,0.0
C5543805,1372.0,133496,2009,1,13.0,58,31,0,96,67,7,0,5,3,22,23,3,8,1,0.0,0.0,0.0,1.0
C5599096,467.0,89776,551,1,15.0,44,38,2,93,63,10,0,6,3,18,23,0,1,0,0.0,0.0,0.0,0.0
C5605326,580.3,80835,773,1,1.0,38,57,0,36,46,7,0,15,2,24,24,25,32,0,0.0,0.0,0.0,0.0
H4134144,616.104,101480,645,1,10.0,34,25,0,95,67,6,0,12,3,19,27,0,11,0,0.0,0.0,0.0,0.0
C5584718,602.61,92225,531,1,16.0,38,18,2,86,69,12,0,5,3,20,22,0,11,0,0.0,0.0,0.0,0.0
W5578269,646.1,72767,779,1,5.0,36,57,0,2,41,40,0,16,8,21,20,1,2,0,0.0,0.0,1.0,0.0
W5590322,895.48,83287,1316,1,11.0,43,45,0,95,52,42,0,30,3,16,23,21,35,0,0.0,0.0,0.0,0.0
C5573565,688.25,85900,1699,1,13.6,40,16,0,88,56,11,0,4,2,18,19,0,8,0,0.0,0.0,0.0,0.0
W5597457,416.46,98156,1499,1,5.0,26,66,0,65,39,45,0,15,5,24,22,2,38,0,0.0,0.0,1.0,0.0
E5606241,489.33,124120,522,1,12.0,40,45,0,88,74,11,0,13,4,23,24,14,24,0,0.0,1.0,0.0,0.0
E5607063,656.5,89552,850,1,10.0,44,53,0,33,57,7,0,15,4,28,20,6,25,0,0.0,0.0,0.0,0.0
W5595566,461.6,71441,842,1,5.0,34,58,0,52,41,22,0,35,5,18,24,3,41,1,0.0,0.0,0.0,0.0
C5604169,442.33,98020,490,1,5.0,27,16,3,91,60,5,0,6,3,18,17,0,1,0,0.0,0.0,0.0,0.0
C5579925,518.0,89581,628,1,10.0,42,36,2,93,63,10,0,5,3,17,22,0,1,1,0.0,0.0,0.0,0.0
C5599376,906.0,299133,1099,1,20.0,31,57,0,10,47,6,0,7,3,17,16,0,9,1,0.0,0.0,0.0,0.0
C5601923,601.58,91761,724,1,3.0,35,53,1,84,24,24,0,17,4,17,21,26,4,0,0.0,0.0,0.0,0.0
C5588785,502.04,104943,492,1,7.0,36,34,1,93,56,8,0,4,2,17,20,0,2,0,0.0,0.0,0.0,0.0
C5600556,352.09,120616,360,1,4.0,59,26,0,92,83,7,1,7,4,19,20,3,30,0,0.0,0.0,0.0,1.0
W5605693,638.89,77357,894,1,5.0,31,59,0,18,50,13,0,18,6,25,21,1,12,0,0.0,0.0,1.0,0.0
C5563987,1001.82,98020,1239,1,5.0,27,16,3,91,60,5,0,6,3,18,17,0,1,0,0.0,0.0,0.0,0.0
E5603846,626.94,66135,858,1,11.0,32,65,1,27,36,0,0,20,5,22,22,2,0,0,0.0,0.0,0.0,0.0
C5600823,962.49,116497,959,1,39.0,29,23,0,98,69,11,2,5,2,18,25,0,9,1,0.0,0.0,0.0,0.0
W5525597,609.2,67098,1099,2,49.5,35,60,0,8,47,16,0,38,6,17,19,36,10,0,0.0,0.0,0.0,0.0
C5565745,1153.87,186203,1364,1,32.0,35,50,1,41,72,6,0,5,4,14,23,1,48,0,0.0,0.0,0.0,1.0
E5596313,551.88,65499,675,1,17.0,31,64,0,75,34,0,0,12,2,27,22,0,0,1,0.0,0.0,0.0,0.0
E5583919,562.0496,82009,749,1,0.5,26,68,0,58,60,10,0,20,3,26,20,0,1,1,0.0,0.0,0.0,0.0
C5607958,733.09,91337,749,1,39.0,28,14,3,90,51,4,0,8,2,17,17,0,5,1,0.0,0.0,0.0,0.0
C5569944,526.43,129338,679,1,35.0,39,18,0,94,44,4,0,3,1,14,16,0,4,0,0.0,0.0,0.0,0.0
C5581533,790.0,194647,730,1,15.0,55,30,6,92,76,6,0,2,2,19,18,1,11,0,0.0,0.0,0.0,1.0
W5592801,351.19,81751,1499,1,1.0,19,72,0,37,46,46,0,34,7,10,21,9,3,0,0.0,0.0,0.0,0.0
W5592564,594.73,85201,655,1,46.0,51,44,0,41,33,26,0,12,5,22,23,0,6,0,0.0,0.0,0.0,0.0
W5596686,681.0024000000001,64695,949,1,0.5,44,51,1,10,45,29,0,29,6,21,21,4,9,0,0.0,0.0,0.0,0.0
W5603013,324.01,242409,649,1,0.5,24,72,1,10,80,11,0,9,4,15,20,1,11,0,0.0,0.0,1.0,0.0
E5603565,540.81,77845,717,1,3.0,37,50,0,29,80,5,0,20,4,24,18,1,44,0,0.0,0.0,0.0,0.0
C5606795,322.93,160961,536,1,10.0,28,27,1,93,49,3,0,3,2,17,21,0,0,1,0.0,0.0,0.0,0.0
W5591246,295.6,76111,1600,2,18.0,46,46,0,51,74,17,0,20,5,25,22,4,36,1,0.0,0.0,1.0,0.0
C5586536,367.18,142368,486,1,1.0,58,30,0,97,55,7,0,5,3,22,23,3,8,1,0.0,0.0,0.0,1.0
C5604907,1292.34,161582,1699,2,45.0,54,32,3,52,81,7,0,7,2,14,14,0,13,0,0.0,0.0,0.0,1.0
C5608604,734.47,98020,760,1,12.0,27,16,3,90,60,5,0,6,3,18,17,0,1,0,0.0,0.0,0.0,0.0
E5607913,576.32,77670,1699,1,44.0,37,58,0,34,70,4,1,20,5,27,21,16,0,1,0.0,0.0,0.0,0.0
C5595199,295.14,104953,499,1,0.5,31,29,0,96,73,6,0,13,4,21,26,1,13,0,0.0,0.0,0.0,0.0
W5598116,620.0,55705,746,1,30.0,46,51,0,45,45,35,0,30,6,26,20,1,5,1,0.0,0.0,0.0,0.0
E5604613,815.33,69452,956,1,13.0,31,65,2,95,34,0,0,11,4,26,20,1,1,0,0.0,0.0,0.0,0.0
E5604709,360.49,59322,572,1,10.0,34,60,2,96,34,0,0,10,4,28,18,0,0,0,0.0,0.0,0.0,0.0
C5584984,2563.77,185942,1549,1,7.0,37,20,1,94,37,6,0,3,1,13,15,0,3,1,0.0,0.0,0.0,0.0
C5492023,437.0,104438,709,1,4.0,52,36,1,96,59,9,0,8,3,22,23,2,13,0,0.0,0.0,0.0,1.0
C5601483,759.0,106208,949,1,23.0,42,27,3,84,82,6,0,13,4,18,23,6,23,0,0.0,0.0,0.0,0.0
C5597084,959.17,86828,1031,1,23.0,34,18,1,85,38,4,0,3,2,14,16,0,4,0,0.0,0.0,0.0,0.0
C5597355,965.34,158627,1194,2,15.0,28,25,1,94,49,3,0,3,2,17,21,0,0,0,0.0,0.0,0.0,0.0
C5602612,597.82,344173,554,1,1.0,33,32,1,95,58,6,0,3,2,15,14,2,3,1,0.0,0.0,0.0,0.0
W5601885,770.64,76633,949,1,51.0,33,62,0,1,50,14,1,19,6,24,19,15,0,0,0.0,0.0,1.0,0.0
C5601960,1371.45,125863,1430,1,33.0,32,56,2,93,36,5,0,11,2,17,20,0,12,1,0.0,0.0,0.0,0.0
E5599456,856.29,49790,1299,2,49.0,61,30,0,53,32,0,0,14,5,17,24,0,2,0,0.0,1.0,0.0,0.0
C5591366,457.87,131316,530,1,5.0,42,18,1,91,45,5,0,3,2,16,19,0,3,0,0.0,0.0,0.0,0.0
C5606597,1326.0,127512,1125,1,34.0,58,31,0,96,50,15,0,5,3,22,23,2,8,1,0.0,0.0,0.0,1.0
C5583968,608.55,102541,944,1,2.0,34,24,0,94,67,6,0,10,3,20,26,0,11,1,0.0,0.0,0.0,0.0
C5549954,1496.0,116497,1458,1,39.0,29,23,0,98,69,11,2,5,2,18,25,0,9,0,0.0,0.0,0.0,0.0
C5587537,631.52,104597,704,1,10.0,42,51,1,34,42,6,0,7,4,18,23,4,18,1,0.0,0.0,0.0,0.0
C5572476,693.02,101613,1170,1,10.0,46,44,2,91,35,7,0,3,1,15,27,0,17,1,0.0,0.0,0.0,0.0
C5604270,814.78,74273,861,1,46.0,37,53,1,83,44,7,0,11,4,21,20,11,2,0,0.0,0.0,0.0,0.0
W5579190,1069.74,121492,1299,2,10.0,20,72,2,68,66,17,0,26,4,21,24,3,19,0,0.0,0.0,1.0,0.0
C5602764,831.1688,84661,917,2,6.8,35,23,1,89,67,7,0,18,3,21,23,2,22,0,0.0,0.0,0.0,0.0
C5561762,506.31,88336,605,1,5.0,41,29,0,97,74,9,0,20,2,13,23,2,19,0,0.0,0.0,0.0,0.0
C5557218,481.91,113766,549,1,1.0,38,41,5,88,63,10,0,3,2,20,27,0,13,0,0.0,0.0,0.0,0.0
C5602763,709.67,84666,857,1,12.0,33,18,1,86,38,4,0,4,2,13,16,0,2,1,0.0,0.0,0.0,0.0
C5591192,409.85,111762,641,1,6.0,37,41,4,92,73,10,0,3,2,20,26,0,9,1,0.0,0.0,0.0,0.0
E5575775,410.0,62474,653,1,15.0,30,64,0,13,28,0,0,30,3,24,14,2,32,1,0.0,0.0,0.0,0.0
C5568010,1119.67,201130,1058,1,18.0,30,54,2,59,68,7,0,9,2,15,23,6,13,1,0.0,1.0,0.0,0.0
C5560004,1234.68,269447,1224,1,1.0,54,31,4,94,72,13,0,2,1,16,18,5,7,0,0.0,0.0,0.0,1.0
E5591509,799.83,65475,1227,1,30.0,32,64,0,15,45,1,0,18,7,22,20,4,5,1,0.0,0.0,0.0,0.0
W5602724,288.01,71605,499,1,14.0,35,63,0,16,63,17,0,27,11,20,21,5,8,0,0.0,0.0,0.0,0.0
C5583365,367.51,89687,575,1,3.0,37,17,2,85,55,12,0,6,3,18,20,0,8,1,0.0,0.0,0.0,0.0
W5594637,850.39,100975,905,1,15.0,39,50,0,5,63,15,0,9,6,21,21,0,21,0,0.0,0.0,0.0,0.0
E5580190,748.05,59322,1108,1,10.0,34,60,2,96,34,0,0,10,4,28,18,0,0,1,0.0,0.0,0.0,0.0
W5587349,328.77,70316,407,1,1.0,47,47,0,83,36,14,0,9,5,24,23,0,1,0,0.0,0.0,1.0,0.0
E5593567,814.98,65954,855,1,24.0,31,64,0,96,34,0,0,11,2,27,22,0,0,0,0.0,0.0,0.0,0.0
C5601909,605.6,87864,725,1,6.0,35,18,2,93,63,10,0,9,4,20,24,1,16,0,0.0,0.0,0.0,0.0
C5561002,549.35,160961,779,1,12.0,28,27,1,94,49,3,0,3,2,17,21,0,0,0,0.0,0.0,0.0,0.0
E5598266,704.91,50067,1299,1,44.0,34,61,0,19,53,0,0,17,7,23,18,0,17,1,0.0,0.0,0.0,0.0
C5566344,636.04,95122,804,1,5.0,39,35,1,93,63,10,0,5,2,17,20,0,1,0,0.0,0.0,0.0,0.0
C5554263,537.97,101814,697,1,9.0,37,33,1,94,62,12,0,4,2,17,20,0,0,2,0.0,0.0,0.0,0.0
W5588155,517.12,64261,1699,1,3.0,34,61,0,13,42,15,0,17,7,26,19,0,0,0,0.0,0.0,1.0,0.0
C5527094,576.98,96010,757,1,6.0,42,15,1,91,55,5,0,3,1,17,19,0,5,1,0.0,0.0,0.0,0.0
C5592634,590.97,95486,742,1,1.0,34,19,3,92,63,10,0,8,5,18,24,1,14,0,0.0,0.0,0.0,0.0
C5535946,952.47,226478,1063,2,6.0,38,30,1,92,63,11,0,5,3,17,18,2,3,1,0.0,0.0,0.0,0.0
C5606845,369.88,83466,517,1,2.0,34,18,1,85,38,4,0,5,2,14,17,0,3,0,0.0,0.0,0.0,0.0
C5585297,411.71,71296,1299,1,25.7,42,55,0,9,33,31,0,11,7,25,21,14,2,0,0.0,0.0,0.0,0.0
C5543369,411.57,134207,592,1,5.0,39,18,0,93,37,6,0,3,1,14,15,0,3,1,0.0,0.0,0.0,0.0
C5605683,409.0,116816,538,1,5.0,26,19,2,91,56,9,0,6,3,17,19,0,2,1,0.0,0.0,0.0,0.0
W5588181,528.33,155193,615,1,7.0,28,68,1,40,61,13,0,6,4,30,23,0,0,0,0.0,0.0,1.0,0.0
W5570423,562.63,61663,749,1,49.0,41,53,0,30,42,2,0,37,8,12,21,1,3,0,0.0,0.0,0.0,0.0
C5606323,312.11,116816,455,1,5.0,26,19,2,91,56,9,0,6,3,17,19,0,2,0,0.0,0.0,0.0,0.0
C5580503,1302.0,97911,1292,2,22.0,27,16,5,87,60,5,0,7,3,18,17,0,2,1,0.0,0.0,0.0,0.0
C5597642,636.08,106616,882,1,1.0,32,28,0,97,73,6,0,11,3,21,27,1,11,0,0.0,0.0,0.0,0.0
C5559164,487.31,103088,625,1,7.0,41,50,2,91,35,7,0,2,1,17,26,0,2,1,0.0,0.0,0.0,0.0
W5595687,695.13,72813,811,1,50.0,36,58,0,15,63,6,4,20,8,24,18,3,1,0,0.0,0.0,1.0,0.0
C5593597,693.42,113927,797,2,13.0,35,40,3,93,72,10,0,3,2,20,25,0,9,0,0.0,0.0,0.0,0.0
C5552726,3037.2,295967,2624,2,0.5,43,32,4,59,82,6,0,4,2,21,18,7,23,0,0.0,0.0,0.0,1.0
C5576743,695.0,89014,880,1,1.0,33,53,1,88,26,2,0,21,5,18,21,24,4,0,0.0,0.0,0.0,0.0
W5551244,718.0,76683,1299,1,50.0,27,66,1,10,33,3,26,32,5,18,17,1,0,0,0.0,0.0,1.0,0.0
C5578785,1019.5,97911,1129,1,5.0,27,16,4,89,60,5,0,7,3,18,17,0,2,1,0.0,0.0,0.0,0.0
C5548304,509.88,98046,2048,1,20.0,48,43,2,91,54,7,0,4,1,15,26,0,12,0,0.0,0.0,0.0,0.0
C5606092,526.71,101480,644,1,10.0,34,25,0,95,67,6,0,12,3,19,27,0,11,1,0.0,0.0,0.0,0.0
C5594666,959.1808000000001,78551,986,3,8.4,37,25,1,90,67,7,0,18,3,20,23,2,18,0,0.0,0.0,0.0,0.0
W5594195,995.89,156540,1059,1,28.0,26,69,0,19,61,13,0,6,4,30,23,0,0,1,0.0,0.0,1.0,0.0
C5589755,742.96,113927,866,2,13.0,35,40,3,93,72,10,0,3,2,20,25,0,9,0,0.0,0.0,0.0,0.0
C5590750,377.0,125132,549,1,0.5,34,60,3,34,29,3,0,8,3,18,23,0,1,0,0.0,0.0,0.0,0.0
C5580990,500.0,93084,1139,1,47.0,40,53,2,96,24,23,0,12,5,21,21,26,1,0,0.0,0.0,0.0,0.0
C5573978,798.0,112927,1699,1,23.0,58,31,3,91,68,8,0,7,3,20,24,0,3,0,0.0,0.0,0.0,1.0
C5602649,328.79,111762,506,1,6.0,37,41,4,92,73,10,0,3,2,20,26,0,9,0,0.0,0.0,0.0,0.0
W5572327,571.5,155193,649,1,9.8,28,68,0,49,61,13,0,6,4,30,23,0,0,0,0.0,0.0,1.0,0.0
E5584380,768.96,66247,1047,2,29.0,31,64,0,97,34,0,0,12,3,26,22,1,0,1,0.0,0.0,0.0,0.0
C5607032,438.89,101548,635,1,5.0,54,34,0,98,53,15,0,7,3,21,23,1,9,1,0.0,0.0,0.0,1.0
C5591064,495.48,88320,658,1,6.0,39,16,0,91,42,7,0,4,1,16,17,0,6,1,0.0,0.0,0.0,0.0
W5582212,1036.85,84508,1320,1,49.0,26,69,0,3,38,41,2,18,8,18,18,2,1,0,0.0,0.0,1.0,0.0
C5517027,2447.0,130821,2624,1,5.8,28,30,0,97,76,9,0,3,2,19,24,0,2,1,0.0,0.0,0.0,0.0
C5582591,740.41,73106,1099,1,52.0,44,49,1,33,35,4,0,13,6,20,21,0,0,1,0.0,0.0,0.0,0.0
W5601157,879.6,263147,964,1,15.0,30,57,0,29,82,6,0,8,3,22,19,0,25,1,0.0,0.0,1.0,0.0
C5591480,387.81,101814,600,1,8.0,37,33,1,94,62,12,0,4,2,17,20,0,0,1,0.0,0.0,0.0,0.0
C5599590,1091.96,319736,949,1,43.0,42,30,3,91,76,12,0,5,2,18,17,3,11,0,0.0,0.0,0.0,1.0
C5517007,1841.7,246997,2530,1,6.0,31,62,3,53,78,4,0,8,1,12,23,9,6,1,0.0,0.0,0.0,0.0
C5556167,564.74,93644,820,1,9.0,38,31,0,96,74,9,0,14,3,15,23,1,10,0,0.0,0.0,0.0,0.0
W5591325,901.64,57068,1239,2,28.0,32,65,0,2,34,2,0,23,6,18,21,0,1,0,0.0,0.0,1.0,0.0
W5555322,683.0,63920,1099,1,0.5,31,61,0,13,44,7,0,19,8,23,21,0,4,0,0.0,0.0,1.0,0.0
W5605305,691.1,116970,881,1,10.0,26,69,0,56,50,20,0,8,4,28,23,1,9,0,0.0,0.0,1.0,0.0
C5583577,491.98,214327,612,1,1.0,36,25,1,96,58,6,0,4,2,13,16,1,2,1,0.0,0.0,0.0,0.0
C5569215,2200.0,166946,2124,2,40.0,39,21,0,95,75,6,0,3,1,14,16,0,3,0,0.0,0.0,0.0,0.0
E5602365,923.0,174843,1250,1,27.0,33,54,2,78,85,8,0,7,3,19,23,10,69,0,1.0,0.0,0.0,0.0
